Début d'événement;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Identifiant;Etat;Theme;Style;Categorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Tarif Mention Gratuit;Tarif Mention Payant;Tarif Général;Tarif Réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Duree;Mention Complet;Mention Accessible Handicap;Liens Billeteries;Liens Vidéos;Liens Sons;Liens Dossiers de Presse;Tags;Groupes;Texte Libre Court;Texte Libre Long
2016-12-15;Concert;15;44/Nantes;Théâtre de poche Graslin;Association;341526;5308075;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Jazz;17;Sand Sisters;Jazz.;Trois soeurs nantaises de swing reprennent le répertoire des Andrews Sisters et se l'approprient en se jouant des époques.;Du jeudi 15 au samedi 17 décembre, 19h, Théâtre de Poche-Graslin, 5, rue Lekain, Nantes. Payant. Contact et réservation : 02 40 47 34 44, reservation@theatredepochegraslin.fr, http://www.theatredepochegraslin.fr;Nantes;44;44109;44000;47.21449, -1.562894;2016-11-08;;;;2016-12-15;2016-12-17;2016-12-15;2016-12-17;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1019/5308075/_1.jpg;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-10-06;Horaire, permanence;7;44/Nantes;Astrée;Association;293177;5289902;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Astrée;Permanence.;Astrée, association reconnue d'utilité publique propose un soutien relationnel régulier aux personnes fragilisées, recherche des bénévoles pour participer au bon fonctionnement de l'association (permanences, conduite d'entretiens, accueil du public, communication...) Formation et encadrement.;Jusqu'au vendredi 3 novembre 2017, 9h à 12h30 et 13h30 à 17h, Nantes. Contact et réservation : 02 28 08 05 82, 06 21 49 60 64, nantes@astree.asso.fr, www.astree.asso.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-10-07;;;;2016-10-06;2017-11-03;2016-10-06;2017-11-03;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-09-05;Atelier, activité de loisirs;31;44/Nantes;Créa's;Association;325062;5222343;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Activité manuelle;136;Ateliers créatifs tout public (couture, tricot, réemploi);;Objectifs de l’association : permettre de révéler son potentiel créatif et enrichir l’épanouissement personnel, valoriser et développer les richesses artistiques et multiculturelles, favoriser les échanges entre personnes d’horizons divers, conseiller et orienter les usagers.;Du lundi 5 septembre 2016 au vendredi 30 juin 2017, 14h à 16h30 et 18h30 à 21h, Maison des Haubans, 1er étage, 1 bis, boulevard de Berlin, Nantes. Tarif suivant quotient Caf. Contact et réservation : 02 40 35 65 80, 06 59 02 77 88, creasnantes@gmail.com, www.facebook.com/creas.nantes;Nantes;44;44109;44000;47.21684, -1.55674;2016-08-29;;;;2016-09-05;2017-06-30;2016-09-05;2017-06-30;non;oui;;;suivant quotient Caf;;;;;;;;;;;;;;Moteur;;;;;;;;
2016-09-07;Sport;24;44/Nantes;Adagyo;Association;289688;5232606;V;Loisir;Loisirs et sports;Sport;Autre;118;Adagyo;Inscriptions au cours de gymnastique douce.;Le cours de gym douce, animé par Christophe Delannée, et destiné aux retraités, reprendra le mercredi matin, quartier Breil-Malville.;Du mercredi 7 septembre 2016 au mercredi 14 juin 2017, 9h, Salle festive, 38, rue du Breil, Nantes. Tarif 75€, autre : plus 16 € d'adhésion au club. Contact et réservation : 02 40 49 16 28, 06 45 92 42 62, clubadagyo@yahoo.fr, adagyo.gandi-site.net;Nantes;44;44109;44000;47.22885, -1.584639;2016-09-02;;;;2016-09-07;2017-06-14;2016-09-07;2017-06-14;non;oui;75;;plus 16 € d'adhésion au club;;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Action caritative;26;44/Nantes;Logement fraternité;Association;271982;5369948;V;Pratique;Vie quotidienne;Quête, vente caritative, appel aux dons;Opération solidarité;97;Logement fraternité;Opération solidarité.;À la Nuit de la Fraternité, rencontre sous les arcades de Talensac avec les sans-abri et les associations qui leur viennent en aide. Soirée animée par des chorales et des musiciens. Sur place, casse-croûte et vin chaud.;Vendredi 16 décembre, 19h à 23h30, Marché de Talensac, en extérieur, Nantes. Contact : 02 40 12 04 86, 06 07 08 98 33, logement-fraternite@orange.fr, www.logement-fraternite.org;Nantes;44;44109;44000;47.21837, -1.553621;2016-12-07;2016-12-16;;;;;2016-12-16;2016-12-16;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-11-19;Spectacle;21;44/Nantes;Onyx, la Carrière;Équipement à but non lucratif (culture, sport et loisir);17710;5232693;V;Loisir;Concerts, spectacles;Autres scènes;Cirque;8;Bestias - Baro d'Evel Cirk;;Sur la piste, tout un petit monde défile sous nos yeux. Une tribu d'hommes dansants, deux magnifiques chevaux alezans, de drôles d'oiseaux. Bestias joue sur la fragile frontière entre humanité et bestialité, ce lien subtil entre hommes et bêtes. (Relâche lundi et jeudi).;Du samedi 19 novembre au vendredi 16 décembre, 17h, 19h et 20h, Île de Nantes - Parc des Chantiers, à proximité des Machines, Nantes. Tarif de 9€ à 25€. Contact et réservation : 02 28 25 25 00, billetterie.onyx@saint-herblain.fr, www.theatreonyx.fr;Nantes;44;44109;44000;47.22396, -1.540806;2016-09-27;;;;2016-11-19;2016-12-16;2016-11-19;2016-12-16;non;oui;;;de 9€ à 25€;http://photos.infolocale.fr/infoLocale/annonce/2016/0901/5232693/_1.jpg;Bestias;© Ian Grandjean;;;;;;;;;;;;;;;;;;;
2016-11-28;Exposition, musée;23;44/Nantes;bibliothèque municipale;Association;18036;5314959;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Little Nemo;Exposition.;Mise en scène par les élèves du BTS design d’espace du lycée Livet. Reproductions de planches extraites de Little Nemo, l’une des premières bandes dessinées, et costumes inspirés par la représentation programmée à l’Opéra Graslin le samedi 14 janvier 2017.;Du lundi 28 novembre 2016 au samedi 25 mars 2017, Bibliothèque de la Manufacture, 6, cour Jules-Durand, Nantes. Gratuit. Contact : 02 40 41 95 65, bm-est@mairie-nantes.fr, http://bm.nantes.fr;Nantes;44;44109;44000;47.2168, -1.556727;2016-10-25;;;;2016-11-28;2017-03-25;2016-11-28;2017-03-25;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1024/5314959/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-09-13;Animation jeunes;11;44/Nantes;Hora;Association;320963;5236717;V;Loisir;Loisirs et sports;Animation loisirs jeunes;Animation;143;Yoga adultes;;Se connecter à soi à travers le mouvement et la respiration par la pratique des postures et de la relaxation. Le yoga permet aussi une autre relation à soi et aux autres. Cours d’essai gratuit en septembre.;Du mardi 13 septembre 2016 au samedi 24 juin 2017, 10h, 18h et 20h, Centre socioculturel Martray, la Similienne, Nantes. Payant. Contact : 07 53 02 08 05, contact@yoga-rama.com, www.yoga-rama.com;Nantes;44;44109;44000;47.21589, -1.557582;2016-09-06;;;;2016-09-13;2017-06-24;2016-09-13;2017-06-24;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0902/5236717/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-10-23;Concert;15;44/Nantes;le Pannonica;Équipement à but non lucratif (culture, sport et loisir);17008;5174231;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Jazz;17;Bœuf de 5 à 7;Jazz.;Vous êtes musiciens, vous avez envie de taper le « bœuf » en centre-ville le dimanche ! Venez au Bœuf de 5 à 7 organisé par l’association Nantes jazz action. Gratuit dans la limite des places disponibles.;Dimanche 23 octobre, dimanche 20 novembre, dimanche 18 décembre, 17h, Le Pannonica, 9, rue Basse-Porte, Nantes. Gratuit.;Nantes;44;44109;44000;47.22118, -1.558729;2016-07-08;2016-10-23;2016-11-20;2016-12-18;;;2016-10-23;2016-12-18;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-05;Exposition, musée;23;44/Nantes;Bibliothèque Expression Livre;Association;342908;5365752;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Aquarelles sur toiles de Philippe Laborde;Exposition.;Artiste diplômé des Beaux-Arts de Besançon, Philippe Laborde a toujours pratiqué l'aquarelle, librement, réalisant des compositions improvisées, abstraites, quelques fois calligraphiques, inspirées par la calligraphie chinoise et l'expressionnisme abstrait du début du XXe siècle.;Du lundi 5 décembre 2016 au samedi 28 janvier 2017, Bibliothèque Expression Livre, 56, rue de la Ripossière, Nantes. Gratuit. Contact : 06 23 03 90 32, 06 95 62 22 23, adheraemilie@gmail.com;Nantes;44;44109;44000;47.21684, -1.55674;2016-11-29;;;;2016-12-05;2017-01-28;2016-12-05;2017-01-28;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1129/5365752/_1.jpg;;;;;;;;;;;;False;;;;;;;;;Artiste habitant le quartier Nantes-Sud, diplômé des Beaux-Arts de Besançon, Philippe Laborde a toujours pratiqué l'aquarelle, librement, réalisant des compositions improvisées abstraites, quelquefois calligraphiques, inspirées par la calligraphie chinoise et l'expressionnisme abstrait du début du xxe siècle, Julius Bissier, Kandinsky, Klee ou Miró... Techniquement, la réalisation de ces toiles a nécessité plusieurs mois de recherche, jusqu'à ce que l'artiste ait trouvé l'apprêt adéquat, retrouvant la capacité d'absorption sensuelle des papiers coton, avec le plus juste contrôle de la diffusion des pigments, de manière à obtenir les cernes et les effets caractéristiques de l'aquarelle. L'aquarelle ne supporte pas le repentir. On ne peut ni corriger, ni recouvrir. Le geste peint est fixé définitivement, contrairement aux techniques couvrantes, comme l'huile et l'acrylique. C'est une technique qui nécessite un engagement total, une préparation spirituelle, un grand lâcher-prise. Le résultat, compositions complexes ou dépouillées, formes naïves, légères, abstraites ou symboliques, sort directement de cet état méditatif, sans pensée, sans filtre intellectuel. Libre à chacun de s'y plonger, de s'y abandonner, et d'y trouver ce qu'il y apporte.
2016-12-16;Conférence;30;44/Nantes;Observatoire des médias de l'université permanente;Autre organisme à but non lucratif;72642;5384854;V;Loisir;Voir visiter;Conférence;Conférence;150;Dans les coulisses de TF1;Conférence.;Que se passe-t-il à TF1 ? Longtemps chaîne préférée des Français, elle ne domine plus nettement les audiences. Journaliste à Télérama et spécialiste des questions audiovisuelles, Aude Dassonville abordera les coulisses, secrets et guerres internes qui secouent TF1 et fragilisent son avenir.;Vendredi 16 décembre, 14h30, CCO tour Bretagne, Nantes. Tarif 8 € pour non abonnés.;Nantes;44;44109;44000;47.2168, -1.556727;2016-12-14;2016-12-16;;;;;2016-12-16;2016-12-16;non;oui;;;8 € pour non abonnés;;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Horaire, permanence;7;44/Nantes;Archives de Nantes;Administration, service public, parapublic;61402;5364767;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Horaires;90;Archives de Nantes;Horaires. Vendredi 16 décembre, 9h à 12h et 14h à 17h, Archives de Nantes, 1, rue d'Enfer, Nantes.;;;Nantes;44;44109;44000;47.21918, -1.554334;2016-12-01;2016-12-16;;;;;2016-12-16;2016-12-16;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-11-19;Animation jeunes;11;44/Nantes;musée Jules-Verne;Équipement à but non lucratif (culture, sport et loisir);25647;5291081;V;Loisir;Loisirs et sports;Animation loisirs jeunes;Animation;143;Eveil aux langues étrangères;;Eveil aux langues étrangères sur le thème du Tour du monde en 80 jours par l'association Evalap. Jeu d'énigme sur le même thème avec ateliers de pratique artistique.;Samedi 19 novembre 2016, samedi 17 décembre 2016, samedi 21 janvier 2017, 15h à 16h30, Musée Jules-Verne, Nantes. Tarif enfants métropolitains 3 € / non-métropolitains 6 €. Inscription avant le 18 novembre. Contact : 02 40 69 72 52, musee-julesverne@nantesmetropole.fr, http://www.julesverne.nantesmetropole.fr;Nantes;44;44109;44000;47.20205, -1.577412;2016-10-12;2016-11-19;2016-12-17;2017-01-21;;;2016-11-19;2017-01-21;non;oui;;;enfants métropolitains 3 € / non-métropolitains 6 €;http://photos.infolocale.fr/infoLocale/annonce/2016/1007/5291081/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-10-01;Exposition, musée;23;44/Nantes;musée Jules-Verne;Équipement à but non lucratif (culture, sport et loisir);25647;5229066;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;« Nemo alias Dakkar »;Exposition.;Avec Nemo, Jules Verne a créé un véritable mythe, qui ne cesse d’inspirer de multiples adaptations, suites et avatars. Le Musée Jules Verne vous propose de découvrir ce fascinant héros à travers cette exposition qui lui est consacrée.;Du samedi 1er octobre 2016 au dimanche 25 juin 2017, Musée Jules-Verne, Nantes. Payant. Contact : 02 40 69 72 52, musee-julesverne@nantesmetropole.fr, julesverne.nantesmetropole.fr;Nantes;44;44109;44000;47.20205, -1.577412;2016-09-13;;;;2016-10-01;2017-06-25;2016-10-01;2017-06-25;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0830/5229066/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Concert;15;44/Nantes;K production;Équipement à but non lucratif (culture, sport et loisir);42927;4898168;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Variété;157;William Sheller;Variété.;Tournée « Stylus ».;Vendredi 16 décembre, à 20h, Cité des congrès, 5, quai Valmy, Nantes. Tarif De 49 € à 59 €. Contact et réservation : 02 40 25 09 55, www.kproduction.fr.;Nantes;44;44109;44000;47.21314, -1.542703;2016-01-06;2016-12-16;;;;;2016-12-16;2016-12-16;non;oui;;;De 49 € à 59 €;http://photos.infolocale.fr/infoLocale/annonce/2016/0106/4898168/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Spectacle;21;44/Nantes;Elo A., communication éditoriale, relations média;Autre organisme à but non lucratif;103777;5385600;V;Loisir;Concerts, spectacles;Autres scènes;Autre;177;Art de la rue, chorale pop, rock;;1er événement festif organisé par l’association Une fusée pour Lùna, pour petits et grands avec Maboul Distorsion à 16 h, la boom des minots, chorale Y birds à 19 h 30, puis Fonky Niko, BL2OM, I’m 17teen, DJ Popowski. Bar et petite restauration sur place.;Samedi 17 décembre, 15h30 à 2h, Quai des Chaps, 378, route de Sainte-Luce, Nantes. Tarif 10€, réduit 5€, autre : gratuit moins de 6 ans. Contact : www.helloasso.com/associations/une-fusee-pour-luna;Nantes;44;44109;44000;47.24652, -1.496994;2016-12-14;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;10;5;gratuit moins de 6 ans;http://photos.infolocale.fr/infoLocale/annonce/2016/1213/5385600/_1.jpg;;©SolexGraphisme;http://photos.infolocale.fr/infoLocale/annonce/2016/1213/5385600/_2.jpg;;©SolexGraphisme;;;;;;;;Mental|Moteur;;;;;;;;
2016-12-18;Sport;24;44/Nantes;Union cycliste Nantes Atlantique;Association;159195;5377817;V;Loisir;Loisirs et sports;Sport;Sortie cyclotouriste;113;Sortie cyclotouriste;;Le Groupe-Cyclos de l'UCNA (Union Cycliste Nantes Atlantique) organise trois randonnées : 42 km vers Sucé-sur-Erdre et Thouaré-sur-Loire (NE-48), 63 km vers Petit-Mars (NE-63) et 72 km vers Couffé et la Varenne (NE-72).;Dimanche 18 décembre, 9h, Place du Commerce, Nantes. Gratuit. Contact : 06 89 64 00 26, 02 51 70 22 07, jc.jegouzo@wanadoo.fr;Nantes;44;44109;44000;47.21292, -1.557982;2016-12-08;2016-12-18;;;;;2016-12-18;2016-12-18;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-10-22;Atelier, activité de loisirs;31;44/Nantes;la Folie des arts;Association;223367;5161490;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Ateliers cafés couture;;Lire un patron, construire un vêtement, coudre un accessoire, utiliser sa propre machine. Des machines sont aussi à disposition. Goûter offert. Dernière date le 10 juin 2017.;Samedi 22 octobre 2016, samedi 10 décembre 2016, samedi 11 février 2017, 14h30 à 19h, La Folie des Arts, 16 bis, rue du Chanoine-Poupard, Nantes. Tarif 55€, autre : et 10 € adhésion association LFDA. Contact et réservation : 06 58 30 54 00, lacroixmarion@aol.com, http://www.foliedesartsnantes.org/ateliers-stages/caf%C3%A9s-couture/;Nantes;44;44109;44000;47.24836, -1.575765;2016-06-28;2016-10-22;2016-12-10;2017-02-11;;;2016-10-22;2017-02-11;non;oui;55;;et 10 € adhésion association LFDA;http://photos.infolocale.fr/infoLocale/annonce/2016/0628/5161490/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-06-30;Atelier, activité de loisirs;31;44/Nantes;la Folie des arts;Association;223367;5162124;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Atelier théâtre de la Folie des arts;;Tous les jeudis, atelier d'initiation et/ou de perfectionnement à la parole grâce aux outils de l'acteur. Exercices pour acquérir une respiration juste et être détendu.;Jusqu'au jeudi 18 mai 2017, 20h à 22h, La Folie des arts, 16 bis, rue du Chanoine-Poupard, Nantes. Tarif 390€, autre : abonnement pour l'année + 10 € adhésion association LFDA et règlement au trimestre. Contact et réservation : 06 65 59 30 51, demfau@aol.com, http://www.foliedesartsnantes.org;Nantes;44;44109;44000;47.24836, -1.575765;2016-06-30;;;;2016-06-30;2017-05-18;2016-06-30;2017-05-18;non;oui;390;;abonnement pour l'année + 10 € adhésion association LFDA et règlement au trimestre;http://photos.infolocale.fr/infoLocale/annonce/2016/0628/5162124/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Exposition, musée;23;44/Nantes;Aéroscope Atlantique;Association;242438;5383157;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Le grenier de l’aviation;Exposition.;8 avions dont 1 monument historique, 2 planeurs, des moteurs et réacteurs d’avion, des maquettes et modèles réduits, des tenues de pilotes, des photos, peintures, dessins, documents. Avec des passionnés pour raconter l’aviation d’hier et d’aujourd’hui.;Samedi 17 décembre 2016, samedi 7, samedi 14 janvier 2017, 14h à 18h, Centre commercial Auchan, route de Vannes, Nantes. Gratuit.;Nantes;44;44109;44000;47.24607, -1.606541;2016-12-14;2016-12-17;2017-01-07;2017-01-14;;;2016-12-17;2017-01-14;oui;non;;;;;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-09-16;Atelier, activité de loisirs;31;44/Nantes;galerie Art espace;Équipement à but non lucratif (culture, sport et loisir);239363;5194209;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Dessin, peinture;139;Dessin, peinture;;Portes ouvertes : mardi 30 mercredi 31 août de 14 h à 19 h, samedi 10 septembre de 11 h à 18 h. Reprise des cours le vendredi 16 septembre à 10 h. Inscriptions possibles tout au long de l’année, selon les places disponibles. 6 places maxi par cours de 2 h 30/souplesse des horaires.;Du vendredi 16 septembre 2016 au jeudi 13 juillet 2017, Atelier Art Espace, 45, boulevard Jean-XXIII-Nantes, Nantes. Payant. Contact et réservation : 02 40 94 30 98, 06 50 54 45 62, atelier.art.espace@orange.fr, http://atelier-peinture-nantes.simplsite.com;Nantes;44;44109;44000;47.23156, -1.574934;2016-07-28;;;;2016-09-16;2017-07-13;2016-09-16;2017-07-13;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Spectacle;21;44/Nantes;compagnie Paq'la lune;Association;223677;5385581;V;Loisir;Concerts, spectacles;Autres scènes;Théâtre;5;Les brigades de lecture, visite du QG;Théâtre.;Depuis leur mission « anti-livres », les brigades de lecture de Paq' la lune sont entrées en résistance sur le quartier Ranzay. Avec cette visite théâtralisée, le brigadier-chef et ses acolytes ouvrent les portes de leur QG. Découverte des accessoires, uniformes et secrets du maquis.;Vendredi 16 décembre, 18h et 19h, Salle associative du Ranzay, 2 bis, rue Hermann-Geiger, Nantes. Gratuit. Contact : 09 51 33 63 79, nantes@paqlalune.fr, www.paqlalune.fr;Nantes;44;44109;44000;47.24978, -1.528898;2016-12-14;2016-12-16;;;;;2016-12-16;2016-12-16;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-11-25;Exposition, musée;23;44/Nantes;espace LVL;Équipement à but non lucratif (culture, sport et loisir);211926;5353102;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;CRCR week-end à Nantes;Exposition.;Pour clôturer l’année, l’espace LVL invite le collectif parisien CRCR composé de réalisateurs, animateurs 2D et illustrateurs. Ils ont notamment réalisé le clip « Delta » du groupe C2C mais c’est leur travail d’illustration qui sera au cœur de l’exposition présentée.;Du vendredi 25 novembre au samedi 31 décembre, 15h à 19h, Espace LVL, 1, rue du Bâtonnier-Yves-Guinaudeau, Nantes. Gratuit. Contact : espacelvl@gmail.com;Nantes;44;44109;44000;47.21028, -1.565648;2016-11-21;;;;2016-11-25;2016-12-31;2016-11-25;2016-12-31;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1120/5353102/_1.jpg;;CRCR;http://photos.infolocale.fr/infoLocale/annonce/2016/1120/5353102/_2.jpg;;Espace LVL;;;;;;;False;;;;;;animation|C2C|CRCR|design graphique|Espace LVL|exposition|Graphisme|illustration|nantes;;;"Pour clôturer l'année, l'Espace LVL invite du 25 novembre au 31 décembre, le collectif parisien CRCR pour une première exposition nantaise, « Week end à Nantes ».   Composé de réalisateurs, animateurs 2D et illustrateurs, le CRCR réunit Rémi Bastie, Nicolas Dehghani, Paul Lacolley, Kévin Manach, Nicolas Pegon et Jérémy Pires qui suite à leur rencontre à l'école des Gobelins, fondent le collectif en 2010. Leurs premières collaborations se concentrent autour des films ""Jésus 2000"" et ""Todor et Petru"" avant de devenir réalisateurs chez Wizzdesign.   Ayant chacun un style et un univers graphique propre où se croisent la bédé, l'animation japonaise aussi bien que la science fiction ou les comics américains, les influences et inspirations des membres de CRCR, se fondent et se combinent explorant en permanence de nouvelles pistes, qu'elles soient sombres, drôles, apocalyptiques ou poétiques.   S'ils se sont fait connaitre en réalisant des films pour Amnesty international, Adidas, Deezer, Cartoon network mais aussi des clips pour l'artiste Lorn et le groupe C2C, CRCR est avant tout la réunion de six illustrateurs. Ce sont ces travaux d'illustrations représentatifs de leurs univers respectifs qui seront à l'honneur dans l'exposition présentée à l'Espace LVL, ce « Week end à Nantes » que les artistes s'accordent, escapade graphique composée de chemins multiples."
2016-12-17;Visite;27;44/Nantes;le Voyage à Nantes, direction du développement touristique;Office de tourisme, syndicat d'initiative;242758;5284188;V;Loisir;Voir visiter;Sorties, visites (monuments, parcs, zoo,...);Visite;148;Belles vitrines;;Les boutiques du centre-ville regorgent d'histoires : sucrées, salées ou celles de maisons nantaises renommées.;Samedi 17 décembre, 10h30, Nantes tourisme, 9, rue des États, Nantes. Tarif 7€, réduit 4€, autre : gratuit pour les moins de 12 ans, gratuit avec le pass Nantes. Contact et réservation : 08 92 46 40 44, info@nantes-tourisme.com, www.nantes-tourisme.com;Nantes;44;44109;44000;47.21571, -1.550578;2016-10-04;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;7;4;gratuit pour les moins de 12 ans, gratuit avec le pass Nantes;http://photos.infolocale.fr/infoLocale/annonce/2016/1003/5284188/_1.jpg;;©Ancienne vitrine des Rigolettes (Charles Bohu);;;;;;;;;;;;;;;;;;;
2016-12-16;Spectacle;21;44/Nantes;Eveil et Patrimoine;Association;226481;5365076;V;Loisir;Concerts, spectacles;Autres scènes;Autre;177;Symphonie baroque d'un Noël napolitain;;Eveil et Patrimoine organise une crèche vivante. Dans une ambiance colorée et typique du XVIIIe siècle napolitain, de nombreux figurants costumés, le chœur Eclat de voix, les ensembles d'instrumentistes Euterpe et le Bien Allé de Nantes retraceront l'histoire de la Nativité en musique.;Vendredi 16, samedi 17 décembre, 20h30, Église Sainte-Thérèse, 57, rue Chanoine-Larose, Nantes. Tarif 15€, réduit 10€. Contact : 06 48 77 63 69, eveiletpatrimoine@yahoo.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-11-29;2016-12-16;2016-12-17;;;;2016-12-16;2016-12-17;non;oui;15;10;;http://photos.infolocale.fr/infoLocale/annonce/2016/1128/5365076/_1.jpg;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1128/5365076/_2.jpg;;;;;;;;;;Moteur;;;;;;;;
